Name,Start_Date,End_Date,Location,City,State,Zip,Details,Notes,Type,Longitude,Latitude
Tulsa Flat by Major Taylor,4/5/25 0:00,4/5/25 0:00,,Tulsa,OK,74126,http://www.BikeReg.com/tulsa-flat-by-major-taylor,"Welcome to Major Taylor Cycling Club's Tulsa Flat! We have three days of events for you!
Day 1: Meet and Greet Details
Date: 
 Friday, April 4, 2025
Time: 
4-6pm 
Location: 
Fulton Street Books  and Coffee - 21 N. Greenwood Ave Tulsa, OK
Day 2: Tulsa Flat Details
Date
: Saturday, April 5, 2025
Time
: 9:00AM - 5:00PM
Location
: 56th St and Osage Trail
Distances
: As long or as little as you like, as long as you're able to complete it by 5pm.
Here’s what to expect:
How it works
: You’ll start at the trailhead (see location above) and ride North on the Osage Trail until you hit the end of the trail. The trail is very flat.
The end of the trail is 10 miles from the start. 
Customize the distance based on what you'd like to ride. For example, you can go 3 miles down and back for 6 miles or to the end and back for 20 miles, or do end and back five times for 100 miles.
Enjoy snacks, music, and lots of laughter at the trailhead!
Parking
: You may park at the church across the street. We have spoken to the minister, and he has graciously granted permission to use the lot on that day.
Partner
 
Hotel: 
Fairfield Inn & Suites Tulsa Downtown Arts District
Address: 111 N Main, Tulsa, OK, 74103
Register here: https://www.marriott.com/event-reservations/reservation-link.mi?id=1708544062512&key=GRP&app=resvlink
Alternative Places to Stay: 
Osage Casino 951 W 36 st North, 877-246-8777; 3 miles from the Start/Finish line                                      Hyatt 
Regency 100 E 2nd St, 918-234-1234; 5.5 miles from the Start/Finish line
Day 3: Recovery Ride
Date
: Sunday, April 6, 2024
Time
: To be determined - more details to come
Location
: To be determined - more details to come
Invite your friends and family to join the fun: 
bit.ly/tulsaflat
.",Gran Fondo,-95.9927516,36.1563122
RVA Underground #3 - Rockabilly Rumble,4/5/25 0:00,4/5/25 0:00,271 Pleasant Grove Road,Palmyra,VA,22936,http://www.BikeReg.com/2025-ug3,"Register for all four races in the series here: 
https://www.bikereg.com/2025-ug-series
You must register for the 
SERIES
 to be eligible to earn series points for 2025 Champion Status (see below)
Rockabilly Rumble
(RVA Underground Race #3)
Saturday - April 5, 2025
Registration CLOSES @ 8PM the day before the event!
Details on event site: https://rvaracingevents.com/events/2025-underground 
(coming soon)
Entry Fees:
$25 before January 1st
$35 before February 1st
$45 before March 1st
$55 after March 1st
IMPORTANT - SERIES ELIGIBILITY
You must register for the 
SERIES
 to be eligible to earn series points for 2025 Champion Status and the coveted State Champions Jersey.
Register for all four races in the series here: 
https://www.bikereg.com/2025-ug-series
- PLEASE PRE-REGISTER - 
-
 NO WALK-UP REGISTRATIONS -
START TIMES
: Each race may have different start times, and they may change based on registration totals. Please look for the pre-race email we send night before the event for any changes to starting times/order!  
Start Time 
Category
9:00 AM
Elementary & Pre-School
10:30 AM
- Legends
- Beginners 
- Clydesdales
- Tandem 
- Expert (U19)
- Intermediate (U19) 
- Novice (U16)
- Wombats (only certain races) 
12:00 PM
- Pro/Elite 
- Expert
- Sport
- Singlespeed
- Masters
- Veterans
 
RVA Racing’s “No Risk Registration Policy”
RVA Racing is the only race promoter who offers a “no-risk registration policy” to all our pre-registered racers.
There is a lot of planning that goes into running our events. We have worked hard to find venues that complement the RVA Racing Events philosophy of what racing MTBs is all about.
As such, we do our best to plan our Series Races in venues that can run rain or shine. Canceling a race is never easy on us, the host, or the racer. We want to keep you safe while not tearing up the trails or your gear.
Why
? we want you to register early so we can do our part to run an amazing event. We also understand that schedules change, and life/family stuff happens - we’ve got your back!
Here’s how it works:
If 
YOU
 cannot make the race, email us NO LATER THAN TWO-DAYS BEFORE the event at 
info@rvaracing.com
 and let us know. RVA Racing will offer you the choice of either a refund or credit for the full amount of your registration fees.
If 
WE
 need to cancel the race, RVA Racing will offer you the choice of either a refund or credit for the full amount of your registration fees.
If 
WE
 need to postpone or reschedule the race, RVA Racing will automatically transfer your entry fee to the rescheduled date. In the case that the new date does not work for you, email us NO LATER THAN TWO-DAYS BEFORE the event at 
info@rvaracing.com
 and let us know. RVA Racing will offer you the choice of either a refund or credit for the full amount of your registration fees.
YOU
 are 
not eligible
 if you notify us on or after race day.
In ALL cases, credits are good for any RVA Racing Events race or merchandise in the current year and for the next 2 years.","Mountain Bike, Commonwealth Championship Series",-78.26150372,37.8647
Blue Ridge Extreme Gravel,4/5/25 0:00,4/5/25 0:00,273 Mayo Dr,St George,VA,22935,http://www.BikeReg.com/blue-ridge-extreme-gravel,"The Blue Ridge Extreme Gravel (BREG) ride is a very unique event which will test the strength and skill limits of most gravel riders and also push the limitations of their bikes.  This ride starts and finishes at the Blue Ridge School in beautiful St. George VA about 30 minutes northwest of Charlottesville. The most unique component of BREG is the ride begins and finishes with a couple miles of smooth  “gravel bike friendly” single track. Sandwiched in between this fun single track riding experience will be some intense and technical gravel riding in the Blue Ridge Mountains. There will be long climbs on unpaved roads with VERY steep grades and a few unpaved descents that will definitely challenge the skills of even the most seasoned gravel bike riders. However, there will also be sections of gravel on gently rolling terrain in the beautiful foothills of the mountains. In short the BREG will offer everything from one extreme to the other! The gravel routes will have a rest stop with food, drink and mechanical support at miles 22 and 39 and a post ride meal will be provided.
NOTE: This event is not recommended for novice gravel riders and is not suitable for road bikes with wider tires. Gravel specific bikes with tires widths of 35mm or greater are highly recommended. Mountain bikes could be used for any of the BREG routes. 
PLEASE NOTE: To eliminate known issues regarding tampering, destruction and removal of bike-route directional signage, there will be NO directional signage placed on the routes once exiting the Blue Ridge School property. Please take notice that it will be your responsibility to navigate your route once exiting the school property. Below are links to ride maps for all the routes. These links will allow for exporting the appropriate navigational files to your device or phone. For those that don’t have a navigational device, Komoot is an excellent free phone App that will provide GPS routing with audible voice commands once navigation files are loaded. If you don’t have either a device or phone please follow another rider who does, or request a clue sheet at rider check-in. Please prepare yourself for successful navigation.  Remember this is NOT a race. Your patience and understanding while navigating the route is greatly appreciated! 
   
 
 
                                                             
All registrants will get a FREE BREG T-shirt!",Gravel,-113.560462,37.1084284
Orbital Odyssey - Backyard Gravel Ultra,4/5/25 0:00,4/5/25 0:00,14300 NW 98th St,Raymond,NE,68428,http://www.BikeReg.com/orbital-odyssey,"The Orbital Odyssey is a new type of gravel cycling event. Borrowing the concept of a 
Backyard Ultra
 from Ultra-running, the Odyssey is not about how fast you can go over a given distance, but about outlasting your fellow riders. 
In the Orbital Odyssey, riders must complete a ~12-mile lap every hour, on the hour. The race is over when only one rider remains to complete a lap, and this rider is marked as the winner and only finisher.","Gravel, Special Event",-96.783411,40.956282
The World Wide Technology Raceway Spring Criterium,4/5/25 0:00,4/5/25 0:00,700 Raceway Boulevard,Madison ,IL,63124,http://www.BikeReg.com/world-wide-technology-raceway-spring-criterium,,"Road Race, Illinois Cycling Assoc",-89.9017112,38.811063
Salty Lizard Gravel Race,4/5/25 0:00,4/5/25 0:00,352 Airport Way,Wendover,UT,84083,http://www.BikeReg.com/salty-lizard-gravel-race,"Event Podiums/Awards
Podium ceremony and prizes awarded to top 3 men & women age groups, non-binary, and para athletes based on field size.
Podium recognition for top 3 overall fastest riders on each course distance.
Rider Guide
 with rules, event schedules and all other details coming soon to 
utahgravelseries.com
*Schedule and courses are subject to change for all events.
REFUNDS, DEFERRALS & TRANSFERS FOR 2025 EVENTS
NO REFUNDS other than the following exceptions:
You can purchase an individual event insurance policy when registering to cover a refund if you have a valid reason. Make sure to verify the details of that policy.
Utah Gravel Series has event cancelation insurance in case of inclement weather that renders the venue unsafe or unusable, or if a natural catastrophe/disaster occurs, in which all paticipants will receive a full refund.
Email 
breanne@utahgravelseries.com
 with any extenuating circumstances.
TRANSFERS ARE ALLOWED and available through your BikeReg account for a small fee.
NO DEFERRALS to 2026 events. Again, email the event director with any special requests. Things happen, we get it, just tell us and we'll work with you :)","Gravel, Utah Cycling Association",-114.0304541,40.7374014
The Mix Tape,4/6/25 0:00,4/6/25 0:00,443 Old Fall River Rd,Dartmouth,MA,2747,http://www.BikeReg.com/themixtape,"You Gotta Fight For Your Right to Party
 
Meet The Mix Tape.  It's not a gravel ride.  It's not a road ride.  It's not a mountain bike ride.  It's not a gran fondo.  It's not a race.  Well it is a race... if you want it to be a race.  But you don't have to race.  But you can totally race.  So, it's kind of a gran fondo.
The Mix Tape is our answer to the lack of something different down our way.  We wanted something that's as challenging as you want to make it with a little bit of everything.  Since we don't have many hills we had to get creative.  So we designed you a 50-60 mile rolling party that covers pavement, light trails, fire roads, a little singletrack, and some challenging tech that's brief but impactful.  What all of this means is that there's no perfect bike for this.  On the roads you'll hate your mountain bike and when you're climbing The Ledge you'll be wishing you had it.  So we feel that the perfect bike for this is the one with drop bars and the biggest tires that fit.  But you decide what works for you.  Just don't bring your road bike.  You won't get far and you will hate us when really you only have yourself to blame.
The course will be provided via a GPS file.  We will lightly mark some sections but know from past years that those markings may ""evaporate"" so you cannot rely on them.  For those of you racing, the Strava segments will be marked, hopefully.  The entire course is not a race, only those segments.  This encourages everyone to enjoy the event and party on, together.  It also discourages racing through intersections and traffic signals.  Obeying the rules of the road are important for safety and the future of the event.
Course maps and navigation files get emailed to participants just before the event and are not posted online.  We change it a little every year.  Sometimes we change it quite a bit!
This event is capped at whatever we're told until we prove to the towns that you'll ride through that we're not jerks.  Participants of previous years get a password to register early before registration opens to the public.  Sometimes this will sell out the event before it actually opens.
 
On My Darkest Days I Wear My Brightest Colors
    
 
April in New England can be a mixed bag of conditions.  It could be hot, cold, or wet.  It could be hot, cold, AND wet.  Who knows?  You'll need to dress for changing conditions.  For visibility on the road sections every participant is recommended to run a rear tail light for added safety.  We also recommend bright colored clothing.
 
Everybody's Looking For Something
   
 
This event isn't about the prizes, or the swag.  It's about the journey.  But dammit the prizes and swag are sweet too.
Here's how getting competitive works:  You have to run a GPS recording device capable of uploading to your Strava account through your phone when you finish.  We will not have computers for you to upload through because that did not work out in any year.  You can also run Strava on your phone.  Competitive riders have 5 hours to complete the course and upload and we post the results at 2:30pm.  There are 6 timed and marked segments, broken into three categories for awards.  Riders get their times of each category combined.  We award one male and one female winner of each category.  You can only win one category so in the event of someone sweeping all of them we award second place the prize.
ROADIE ($200 Endurance Threads Gift Card):  
Combination of timed road segments
CLIMBER ($200 Endurance Threads Gift Card):  
Combination of timed off road climbing segments
SHREDDER ($200 Endurance Threads Gift Card):  
Combination of timed off road trail segments
MIX MASTER ($250 Cash):  
Combination of all timed segments
 
I Still Haven't Found What I'm Looking For
 
Not convinced that this is for you?  Ask someone who's come before, but it might be sold out by the time you do.
Course maps and navigation files get emailed to participants just before the event and are not posted online.
 
For Those About To Rock We Salute You
 
This event is years in the making.  Hours of concept, arguing about the route, finding a venue, planning police details, town meetings, food, etc.  We do it for you, because we love you.  And we have to fight for it every single year.  Now get out there and crush this thing.
 
Refunds & Transfers
 
We're not jerks and we believe that a ""no refunds policy"" isn't a very encouraging thing to get you to commit to an event in advance.  So we give refunds up until 2 weeks before online registration closes, because that's plenty of time for someone else to take your place.  You just have to email us with a legit reason that isn't, ""I don't like the weather forecast"".  We also allow you to transfer your entry to another racer anytime up until online registration closes.  This costs an additional $5.
Refund requests less than two weeks out are denied.  At that point everything has been paid for and a refund directly impacts the charitable donation.
Want to know about Claire?  You can listen to the WEEI interview 
HERE
.","Gravel, Mountain Bike",-70.9879928,41.6332267
International Intergalactic Global Open Mountain Bike Team Relay Championship of the Multi-Friggin-Verse!,4/6/25 0:00,4/6/25 0:00,100 Country Creek Road ,Marysville,PA,17053,http://www.BikeReg.com/iigomtbrelay,"4, 3, 2, & 1 person options
Registration Fee - per person fee regardless of team size
$45/person through close of pre-reg on Thurs AM
$55/person day-of
Special PRE-REG only 4 rider team rate of $150
 ($37.fiddy each)
Please keep Team Names to 25 characters max, including spaces.
Each racer must ride their own bike with their number plate for correct scoring.
Each entry adds $1 for ""Bucks For Bikes""
 to support the PA Interscholastic Cycling League and the Susquehanna Area Mountain Bike Association. Thank you for helping us to support these fantastic organizations.
The event is also supporting the local Susquenita Mountain Bike Team through the $5/car parking fee, a contribution from the event, and the U NITA! XC on Saturday, April 13! 
https://www.bikereg.com/u-nita-xc
 
 
 
 
 
 
 
 
 
4 Hours Long  |  2-3-ish mile long laps
Handicapping to level the racing field
Every person gets points.
The faster you be the fewer points you get to start.
Each lap is worth points.
Most points at the end gets the cup.
Costumes are awesome and might win you things.
#IIGOmtb
 
 
Location: 100 Country Creek Road, Marysville, PA 17053
Camping is available - please see merchandise page
 
 
Event Schedule
:
 7:30AM Area 51 Access granted (venue opens) any unauthorized cruisers invading landing space prior to 0730 will be turned to space dust
 8:30-9:45AM Book your seat on the shuttle (on site reg)
 10AM Attend Death Star attack briefing (staging and pre-race meeting - by the barn)
 10:17 Blast Off (Race Start - by the barn too)
 2:17 +1 lap Splash Down (Finish)
 2:30PM Space Cadet (Kids) Race (After final relay rider crosses the line, we’ll switch the course and stage the kids race for ages 10 and under, please sign up at the announcer booth between 1:45 and 2:15)
 Royal Awards Ceremony – 3:30PM (ish) Have some space grog, enjoy the show and chill like you’re in suspended animation, we’ll be landing shortly. 
 But don't hit escape velocity! It seems like almost every year a team leaves before final awards that made the podium. You must be present to get your gear! 
Farm event rules:
1. NO DOGS – Big, little, pure, mutt we love them all, but the only dogs allowed are the family farm dogs. THIS INCLUDES EVERYONE, NOT JUST CAMPERS. The Oesterlings are doing a wonderful thing by allowing people to come ride their private property, please respect this rule. 
2. No open fires. You can bring your portable grills or campfire rings but no open campfires. 
3. No pre-riding except during the weekly Wednesday night ride at the farm.
4. 
No smoking.
5. 
Kids supervised
 – You’re invited and encouraged to bring your entire family to our events as we do have much more than just a bike race going on with activities for everyone, even if it’s just relaxing by the pond or fishing in the creek. However, we require that children have adult supervision while on the farm at all times and you, as the parent or guardian, must provide this supervision. There are 2 ponds and there will be 
no lifeguard on duty
. 
Swimming is at your own risk.
RE: Kids in the pond – This is a big attraction for the youngsters and a great way for them to spend some time. However, 
please be aware that the boats and floating dock are the Oesterlings property and they must be treated with care. 
Abuse of these items or any other property will not be tolerated. Destruction of property will result in immediate ejection from the property.
6. Keep it quiet during quiet times. Quiet hours are 10pm – 7am. There will be plenty of time for you to be rowdy and loud cheering on the other racers. 
7. 
Don’t be a jerk.
8. 
Respect the property.
 For more than a decade now you’ve been pretty solid, which is why we keep inviting you all back. Please remember that the Oesterlings live here all year long, have been incredibly supportive of mountain biking and ‘cross racing on this property and are my in-laws! Please thank the Oesterlings for their hospitality whenever you have the chance. Bring Rosezelma flowers and Howdy some beer.
9. 
DO NOT LITTER
. I’m not just talking here about the camping area where we will have some trash receptacles, but do not drop your used gel packs on the course. I know you’re quite sure that those used foil containers are going to weigh you down and keep you from winning, but if you’re caught littering the course you’ll be DQ’d (and that don’t mean I’m taking you out for a BliZzard). Put that packet back in your jersey pocket or under your leg band ’til the end of the race. The only place you will be allowed to drop the food wrappers is at the start/finish line/feed zone area where they must be picked up by a teammate or your support person. DO NOT LITTER
10. 
Pack out what you pack in. 
Going along really well with #9 above. Bring a big ol’ trash bag, put your garbage in your big ol’ trash bag, put your big ol’ trash bag in your car, put your car in your driveway, and put your trash in your trashcan at home. Thanks for helping us keep the place clean. Helping us with little things like this keeps the event going because it keeps my crew, my folks, my outlaws, and my wife happy!
11. We reserve the right to create and impose further rules or do whatever else we want!
12. 
Parking – $5 per vehicle…carpool!
 
Make it a weekend and join us on Saturday because U 'NITA XC !  
https://www.bikereg.com/u-nita-xc","Mountain Bike, Mid Atlantic Super Series",-76.9327512,40.339092
Massanutten Gravel Grinder,4/6/25 0:00,4/6/25 0:00,4614 Massanutten Dr,Massanutten,VA,22840,http://www.BikeReg.com/massanutten-gravel-grinder,,Gravel,-78.7526418,38.4064489
"H2H Race #2, JUNGLE MTB ESCAPE",4/6/25 0:00,4/6/25 0:00,109 Airport Rd ,West Milford,NJ,7480,http://www.BikeReg.com/jungle,"Get Ready For An Epic Day In The Jungle !
Jungle Habitat is a really special place to ride. If you don't know the history, the park was a Warner Brothers Safari Park until it was abandoned in the 70s. In 2007 the park was cleaned up and building of a trail network was started by JORBA (which continues to this day). Remenants of the old park still remain and perhaps decendants of the original safari animals? Either way the park will be a good challenge, and who knows, maybe you'll have enough in you to escape the jungle.
 
EARN USA CYCLING POINTS TOWARDS CALL UPS @ XC MTB NATIONALS
With XC Nationals returning to the East Coast here's your chance to compete in a USAC Sanctioned race.
USAC Point rankings will be used for call ups at XC MTB Nationals.
 
USAC LICENSE
Jungle MTB Escape is a USAC Sanctioned race. One Day or Annual License is required.
If you're planning to race XC Nationals or other H2H MTB Series Races would make sense to get an annual license.
Sign up on USA Cycling for Annual License
 then return to BikeReg with your License #
One Day Licenses are processed within the race registration process and DO NOT require going to USAC site.
 
FUNDRAISING
 As part of Ready Set Go Adventures Mission, we always give back to area charities.
10% of event proceeds donated between NICA, JORBA & West Milford First Aid.
 
Race Loop Map & Elevation
By popular request, we'll be flipping the course direction from last year's edition.
We're in the process of finalizing the loop, but here's a good idea of loop length and elevation.
Long Loop 6.6 miles / 650 feet elevation
Short Loop 4 Mile / 400 feet elevation
 
We're working on keeping within H2H race time length guidelines as follows:
Cat 3/Jr 40-70 minutes -  Cat 2/Open 80-110 minutes - Cat 1/Pro 100-135 minutes
TCat 3 / Jrs to do 2 short loops that keep to the upper part of the park and will be less technical than the long course (though still will have some techy goodness).
Cat 2/Open will do 1 short loop  + 1 long loop
Cat 1/Pro will do 1 short loop + 2 long loops
Endurance - As Many Long Loops As You Can Do in 4 Hours
New Categories - Endurance 2.5 Hours
 
Lap Map & Elevation
LONG COURSE
SHORT COURSE LOOP
 >
Start is same as Long Course. We're in the process of finalizing where Short course will turn off from long course to head toward finish.
 
Cash Payouts & Prizes
Equal $ Payouts ALL Men's & Women's Pro/Cat 1 & Endurance Categories
Cat 1/Pro Open Cash Payout will be per category proportional to entries in the class: Top 3 with 10 or less entries as follows: 50% payout with 5 or less racers, 75% payout with 6-9 racers, 100% payout with 10 racers. Top 5 with 15 or more racers in category. (1) $150, (2) $100, (3) $75, (4) $50, (5) $35. 
Endurance 4 Hour Races Cash Payout will be per catgeory proportional to entries in class. Top 3 with 10 or less entries as follows: 50% payout with 5 or less racers, 75% payout with 6-9 racers, 100% payout with 10 racers. Top 5 with 15 or more racers in category. (1) $100, (2) $75, (3) 50, (4) $35, (5) $25. Must complete minimum of 2 Laps to be eligible for Podium.
Medals & Prizes for Cat 1/2, Cat 2, Cat 3 and all Open Categories.
Parking
NJ State Parks is requiring a $5 parking fee for every car entering the park. We recommend car pooling if at all possible. Appreciate it if you can please bring exact change of $5 in cash to cover parking. You can also pre-pay parking in the merchandise section on this registration page.
Camping
Nearby Camping is available at either 
Camp Wyanokie
 or 
Wawayanda State Park
Both are about 15 minutes from race site
Rain & Course Conditions
Event is planned rain or shine.
If Trail Conditions require a date change, makeup date will be in April.
There are no refunds.
 
Day Of Event Sign Up
Available for additional $15 Fee.
Please bring Cash so we can get you registered quickly.","Mountain Bike, Mid Atlantic Super Series",-74.3673748,41.1312069
El Grupo Youth Cycling - Bicycle Scavenger Hunt - A Family Friendly FUNdraising Event,4/6/25 0:00,4/6/25 0:00,610 N 9th Ave,Tucson,AZ,85705,http://www.BikeReg.com/elgrupoyouthcycling-scavengerhunt,"Join us for the Annual El Grupo Bicycle Scavenger Hunt and 20th Anniversary of El Grupo Youth Cycling on Sunday,  April 6th, 2024. Enjoy some fantastic family fun in the Old Pueblo. The classic fun of an around-town scavenger hunt, but all completed on the bike and using a PAPER map.
This year we will allow 
E-Bikes. 
NO cell phones are allowed
.
 Station routes will be within a 3-mile radius around the central/downtown area of Tucson. Start and finish at the El Grupo Clubhouse: 610 N 9th Ave, Tucson, AZ 85705. Adult groups will check in at 8:00 am and begin their race 8:30 am. Family teams will check in at 8:30 am and begin their journey at 9:00 am. 
ALL participants must be back at the clubhouse by 11:30 am.
After the hunt, please stay and join us for 
lunch (included with registration)
, awards, and some prizes/raffles. 
Costumes/Themed Teams Encouraged. 
All proceeds to benefit El Grupo Youth Cycling programs. 
More details to come to those who register as the date gets closer.","Bike Tour, Special Event",-110.974847,32.2228765
Verde Valley Rally/Shred the Dead,4/7/25 0:00,4/7/25 0:00,1875 Mabery Ranch Rd,Cottonwood,AZ,86326,http://www.BikeReg.com/verde-valley-rally,,"Mountain Bike, Arizona Bicycle Racing Association",-112.009793,34.739489
Pisgah Stage Race,4/8/25 0:00,4/12/25 0:00,349 Andante Ln,Brevard,NC,28712,http://www.BikeReg.com/psr,"In light of what has happened to our friends in Western North Carolina, we are pushing back our registration opening till at least October 15th.  We are thinking about everyone in WNC and hoping for the best.
 
3-Day Version information.  Since this race has always been a 5-Day Version, we are only opening the 3-Day Version to a limited number of 25 spots.  I would not delay in registering if you want to be in the 3-Day Version. 
 
RACE FEES
CLICK HERE
 to see the full pay scale on our website.
 
REFUND, DEFERRAL, and TRANSFER POLICY
No transfers or deferrals under ANY circumstances.  Refunds available until February 28, 2025, at 50% of entry fee.  No refunds after February 28, 2025.  NO EXCEPTIONS.
  
WE STRONGLY ENCOURAGE YOU TO PURCHASE THE INSURANCE THAT IS OFFERED BY THE REGISTRATION SITE
.  This should cover about 95% of the emails we get before the race asking for a refund (I.E. injuries, medical issue, etc.  Make sure to read through their information on what is covered under this insurance opportunity.  PSR has no control over insurance claims or their refunds.)
 
2025 RACE ROUTES
 
Tuesday, April 9th -
 NEW Stage 1 route for 2025 - More Information Coming Soon!
Wednesday, April 9th -
 Promised Land Route - 27.2 miles with 3,802 feet of elevation (5-Day only) 
https://ridewithgps.com/routes/41913594 
Thursday, April 10th -
 White Squirrel Route - 31.2 miles with 5,659 feet of elevation (5 and 3-Day) 
https://ridewithgps.com/routes/41928958
Friday, April 11th -
 Carl Schenck Route - 31.6 miles with 4,090 feet of elevation (5 and 3-Day) 
https://ridewithgps.com/routes/41930403
Saturday, April 12th -
 Land of Waterfalls Route - 27.4 miles with 2,956 feet of elevation (5 and 3-Day) 
https://ridewithgps.com/routes/41933200
 
CATEGORIES
 Lots of ways to come out and play!
Race Solo 
in the open field, or in your age-group
Open Men, Open Women, Men 30-39, Women 30-39, Men 40-49, Women 40-49, Men 50-59, Women 50+, Men 60+, Single Speed 
Race Duo
 with three categories to choose from 
Duo Men, Duo Women or Co-Ed Duo 
3-Day 
with a limit of 25 racers
Open Men, Open Women
*We reserve the right to combine categories with low registrants.  At the very least, we want to have a full podium to keep a category.  
 
LODGING
The Brevard Music Center (where we host nightly awards and dinners) has cabins on property that you can upgrade into.  Each cabin has two rooms with a common area to share.  See our website 
HERE
 for more information and photos.  
LODGING IS FROM MONDAY, APRIL 7, 2025, AT 9:00 AM TILL SUNDAY, APRIL 13, 2025, AT 11:00 AM.
The city Brevard has many other options to include hotels, camping, VRBO/Airbnb.  
 
FOOD
 
Dinner is included with your registration (5-Day Version from Monday-Saturday and 3-Day Version from Wednesday-Saturday).  If you have a friend or family member joining you at PSR, you can purchase a meal plan for them so they can eat with you each night.  This can be purchased in the merchandise section on the registration page.  
 
Much more information is available on 
our website
.  And you may contact us (info@blueridgeadventures.net) at any time to help answer questions that might come up.",Mountain Bike,-82.7342919,35.2334472
Tulane Cycling Team Membership 2024-25,8/18/24 0:00,4/11/25 0:00,200 Broadway St,New Orleans,LA,70118,http://www.BikeReg.com/tulane-cycling-team-membership,"The Tulane University Cycling Association (TUCA) is a non-profit, club sports program serving Tulane students, faculty, staff, alumni, and supporters in the New Orleans area. The club promotes all forms and levels of cycling, with a particular focus on collegiate competition. Joining the club is easy! If you have any questions, don't hesitate to 
contact us
.




First, go to 
OrgSync
, log in (or create a new account if you don't already have one), navigate to and fill out the 
Assumption of Risk Form
.


Register and 
pay your annual membership dues
 online here at BikeReg. You will need to get the password from a club officer (see 
cycling.tulane.edu
).

	Dues are $60.00/yr. (Alternatively, payment by check can be given to a club officer if necessary.)


Subscribe to our 
Google Group
 for up to date information on team rides, meetings, and social events.


Then, come to our next 
meeting/ride/event
.




New members get special discounted pricing on Tulane Cycling gear - The new kit order deadline will be announced in the fall. There is usually a second kit order early in the new year.","Club Membership, Club Membership",-90.0782127,29.9759983
Swift Summit Spring Classic & Campout,4/11/25 0:00,4/13/25 0:00,234 Park Ave,Brownsville,OR,97327,http://www.BikeReg.com/swift-summit-spring-classic,"Camping. Bikes. Friends. Fun.
 
The party kicks off on Friday April 11th with dinner on your own in historic downtown Brownsville, Oregon, the filming location for many scenes in the movie ""Stand By Me"".
Campout with friends and wake up to morning yoga, breakfast, and your choice of a 100k or 50k ride. After your ride, get treated to lunch and camp activities (horseshoe tournament, relaxing, etc.). Bonfire and dinner provided. Sunday morning, mellow coffee and pastry ride followed by lunch when you return. 
 
Perfect opportunity for teams to practice their pace lines and hammer some watts, as much as it is for those looking for more of a #partypace through the scenic Willamette Valley.
 
Chill vibes. Good Eats. Smooth Roads. 
 
Check out the movie from our 2022 edition. 
https://youtu.be/3hEVvv7nNhE","Special Event, Cycling Camp",-122.98481,44.3934571
